utimesec    53.127206
stimesec    1.034135
ru_maxrss   849228
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   445864
ru_majflt   1
ru_nswap    0
ru_inblock  128
ru_oublock  2680
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    48434
ru_nivcsw   7149
